subj,z,kappa,beta_param,anx_threat_slope,conf_threat_slope
157,0.2033453041000111,1.053877292121837,1.6063350591870176,3.12500005432715,-2.08333337213844
158,0.1556132064645538,1.0512994457039735,0.5263147180932096,2.083333407063038,-0.8333333558402951
159,0.2612559328501083,2.8539766100348625,0.7335395896639153,-0.20833334187045527,-0.20833334575096815
160,0.2195305050584735,2.4398402750793933,0.2058463215676916,1.2500000395812112,1.4583333348855367
161,0.251428364637879,1.930512741546768,0.4082563942030888,1.250000027939678,-1.875000041909515
162,0.1519664539518526,1.3603355271800384,0.4319655113535583,0.4166666992629576,1.8750000457900262
163,0.5590750349152713,4.032946760497965,0.6124691814497969,2.0833334070630425,-0.8333333441987627
164,0.260682818448131,1.6378437534121937,0.7498038543859388,2.2916667334114544,-2.500000067520887
165,0.2044210759141946,0.5359172455545634,1.76663039118514,2.9166667823058905,-5.0000001816079065
166,0.7127860845730479,2.640531007637865,0.5577548165941024,0.20833333022892533,-1.666666731083146
167,0.310462185414214,0.980806961234124,5.555722192357078,3.1250000853712385,-2.5000000946844643
168,0.8982392768217994,0.759917140163404,0.4324939131457145,0.4166666837409151,-0.6250000294918828
169,0.1966366993387988,1.4753338895096073,0.492313316857529,3.333333400078118,-0.20833330306534717
170,0.272057950244368,3.828013277279365,0.4869146225584725,0.416666641055294,-2.291666737291961
171,0.2728756984872346,0.7786989595191945,0.471560530808949,2.083333376018953,-4.166666802484546
