subj,trial,T_round,distance,cookie,is_attack,type,epoch,norm_rate,n_presses,median_ipi,press_sd,press_cv,frac_full,relative_vigor,pause_freq
246,17,0.5,1,1,0,6,full,1.0481075463475142,79,0.1192626953125,0.3708726373691485,0.3686397633144162,0.5512820512820513,1.164563940386127,0.0
246,17,0.5,1,1,0,6,onset,1.047034764826176,12,0.119384765625,0.33555385176552294,0.3351836582410509,0.5454545454545454,1.1633719609179733,0.0
246,17,0.5,1,1,0,6,anticipatory,1.0491803278688525,8,0.119140625,0.3739481317979174,0.3399479318491726,0.7142857142857143,1.1657559198542806,0.0
246,17,0.5,1,1,0,6,reactive,1.0767613038906414,16,0.1160888671875,0.36388734174076914,0.33649056513660663,0.6666666666666666,1.1964014487673793,0.0
246,18,0.1,1,0,0,1,full,0.7913975211579379,33,0.158203125,1.126085556150552,1.0346297541760885,1.0,1.9784938028948447,0.0
246,18,0.1,1,0,0,1,onset,,0,,,,,,
246,18,0.1,1,0,0,1,anticipatory,,0,,,,,,
246,18,0.1,1,0,0,1,reactive,1.0567696751271631,13,0.1182861328125,1.7237356596822062,1.1153577494782065,1.0,2.641924187817908,0.0
246,19,0.9,1,0,1,6,full,1.0611444544313327,21,0.1177978515625,0.48852675163210535,0.4395894707017426,1.0,2.6528611360783314,0.0
246,19,0.9,1,0,1,6,onset,,1,,,,,,
246,19,0.9,1,0,1,6,anticipatory,,1,,,,,,
246,19,0.9,1,0,1,6,reactive,0.7946425562440121,15,0.15740966796875,0.5732389492114793,0.5014475664067166,1.0,1.9866063906100302,0.0
246,19,0.9,1,0,1,6,terminal,1.0790305584826132,2,0.1158447265625,0.0,0.0,1.0,2.6975763962065327,0.0
246,20,0.5,1,0,0,1,full,0.9606332980641805,35,0.13031005859375,0.38369088427905174,0.3920266669694967,1.0,2.401583245160451,0.0
246,20,0.5,1,0,0,1,onset,,0,,,,,,
246,20,0.5,1,0,0,1,anticipatory,,0,,,,,,
246,20,0.5,1,0,0,1,reactive,0.9606332980641805,13,0.13031005859375,0.22261780344185325,0.22320868926686938,1.0,2.401583245160451,0.0
246,21,0.5,1,0,0,6,full,0.7728301886792452,32,0.1617431640625,0.4427163165187013,0.4520427993032216,1.0,1.932075471698113,0.0
246,21,0.5,1,0,0,6,onset,,1,,,,,,
246,21,0.5,1,0,0,6,anticipatory,,1,,,,,,
246,21,0.5,1,0,0,6,reactive,1.0281124497991967,14,0.12158203125,0.32321958348814067,0.33139127013699987,1.0,2.5702811244979915,0.0
246,22,0.1,3,0,0,1,full,0.7485380116959064,24,0.1669921875,0.5403068921618083,0.5971801402984348,0.9130434782608695,1.871345029239766,0.0
246,22,0.1,3,0,0,1,onset,0.7444786949296596,5,0.16790771484375,0.16926931702713804,0.21689419005264565,1.0,1.861196737324149,0.0
246,22,0.1,3,0,0,1,anticipatory,0.7444786949296596,5,0.16790771484375,0.16926931702713804,0.21689419005264565,1.0,1.861196737324149,0.0
246,22,0.1,3,0,0,1,reactive,0.7946788334550613,11,0.1575927734375,0.5960773737825967,0.6499363448431532,0.8,1.9866970836376532,0.0
246,23,0.9,1,1,1,6,full,1.0395939086294417,26,0.1202392578125,0.3817071729597001,0.392907350498377,0.64,1.155104342921602,0.0
246,23,0.9,1,1,1,6,onset,,0,,,,,,
246,23,0.9,1,1,1,6,anticipatory,,0,,,,,,
