subj,k,beta,log_k,log_beta,c_death,log_cd,log_k_z,log_beta_z,log_cd_z
19,0.3203969267626084,8.870365982357635,-1.1381946557109377,2.182716056164498,11.321854156018029,2.4267348540633886,-0.653322766145041,1.193631169601259,-0.3732705011280279
20,0.2718174609669589,8.512177099860631,-1.3026245373603127,2.141497738287528,35.6872914058971,3.5747946423805015,-0.8882646249764385,1.100617739712771,0.2335349932844341
21,0.4875958349052249,4.4404376708064675,-0.7182684234434463,1.490752946091947,33.11208001385123,3.4998981709043484,-0.0533208164302971,-0.3678557017519909,0.19394856157911725
22,0.3001893184350667,5.6501365478607335,-1.2033419419112592,1.7316797126292756,38.30358619678208,3.6455435261839084,-0.7464069693579476,0.1758206553101416,0.2709292229685749
23,0.32373536626043825,5.331442490137974,-1.1278288677299328,1.6736218376108243,524.2381208533674,6.261946010208884,-0.6385118481289197,0.04480700978433558,1.653825322158694
24,0.16247936058368487,4.269311950456349,-1.8172042970717341,1.4514526785322692,42.91876903586737,3.7593092369194117,-1.6235100928373878,-0.45654085120840165,0.3310599400728081
25,0.20014721707797553,13.39327523678591,-1.6087020978222044,2.59475273298796,66.19929359068865,4.19266979205051,-1.3255965155073568,2.1234348715766425,0.5601120927491544
26,0.6569222223654382,6.864720864639836,-0.42018965051076895,1.9263953777435716,726.1543775823767,6.58776263351788,0.3725821903012745,0.6152168460852693,1.8260352708100822
27,0.5333593235928964,7.210743221418311,-0.6285599288730459,1.9755720280117757,31.826236387014927,3.4602909932415535,0.07485710510028327,0.7261890823983869,0.1730142398055234
28,0.2364954653562874,10.179626404894833,-1.4418262452031587,2.320388311519174,59.19452852435059,4.080829114043479,-1.0871597872489567,1.5043029614304202,0.500998849167161
29,0.5843983908853109,2.5932610691500693,-0.5371723525568323,0.9529161837676469,94.6067360072328,4.549728678673318,0.20543414400864304,-1.5815404070139216,0.7488350986730148
30,0.35410218223223583,5.793026150930655,-1.038169757126319,1.7566548063336531,26.99531935175407,3.295663493633766,-0.5104044877447498,0.23217955705291496,0.08600059094336354
31,0.3865100692924603,3.533806392971256,-0.9505973587908896,1.262375588291327,35.02554083193367,3.5560775334153085,-0.3852786782454665,-0.8832130101533336,0.2236420899050339
32,1.188449078794873,9.534969557099451,0.17264916196534247,2.254966046294213,0.6001197980922522,-0.5106259802090048,1.2196463078047937,1.356670801917963,-1.9258087151187888
33,0.33298379837839315,4.563459608898478,-1.099661443703653,1.5180810220313805,24.10740329601333,3.1825189840291523,-0.5982654714190114,-0.3061870503779374,0.026198208881603617
34,0.9274770684111381,4.38288019461832,-0.0752872088912184,1.4777060869582106,1.220842672214112,0.199541335240995,0.8653881203230137,-0.3972972990758551,-1.550450712554399
35,4.517913424228371,5.454208341878247,1.508050255451491,1.696387483524797,74.24000863077195,4.307303204732949,3.1277034811239908,0.09618006232873773,0.6207014325786768
