subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
97,0.1908888337620244,0.3415971968642993,-1.6560640425645237,-1.0741230230021541,0.8268752726871915,0.12121325836778518
98,11.317082089228151,4.6697640780033725,2.426313273578435,1.541108551775869,-0.3255082463115577,1.2735967773665344
99,1.2772226616150055,1.36021869866687,0.2446879249010542,0.3076454946630522,0.45252130389260925,0.49556722716236745
100,0.7835456886101748,0.1463081372544795,-0.24392590540801978,-1.9220403521714413,0.8273397579780184,0.1207487730769583
101,0.4250694033233473,0.0098618980932422,-0.8555028214527424,-4.619076624508566,0.9279343561943705,0.020154174860606222
102,1.870240187097934,0.2406002882035897,0.6260668649168499,-1.4246182775886198,0.5959173187612666,0.35217121229371007
103,0.4237918924056594,0.0772961636202001,-0.8585127640396174,-2.5601109543719733,0.8934924520436731,0.05459607901130359
104,2.392737347138544,0.1803996972456822,0.8724380440801246,-1.7125803495940342,0.5080560029032255,0.4400325281517512
105,1.5444992355959537,0.3822083333178615,0.43469973845630805,-0.9617894438609071,0.6246851737526695,0.3234033573023072
106,0.5214383750170297,0.1079891209943753,-0.6511641802351346,-2.225724788465241,0.8728678139520163,0.07522071710296041
107,0.6681791835955342,0.0289227951234385,-0.40319890249964674,-3.5431252361738483,0.8864356705541876,0.06165286050078911
108,2.158353273498889,0.3166086971678555,0.7693455575615592,-1.1500886613886687,0.5205707165176162,0.4275178145373605
109,1.3798459140867192,0.2040549011147486,0.3219718364761677,-1.5893661982335365,0.7041989242190948,0.2438896068358819
110,7.524291434371919,0.9072784186863496,2.018136644656203,-0.0973059093934868,-0.10069710694395764,1.0487856379989344
111,0.6558307450797274,1.7467010064779085,-0.4218525338776921,0.5577288696688578,0.46815705386988926,0.47993147718508744
112,1.6397765173935304,0.1967089668765289,0.4945599626685294,-1.6260299680652601,0.654207391474443,0.29388113958053375
113,0.5555235566535175,0.6075244778944905,-0.5878442645846174,-0.4983628117487308,0.7370989135158111,0.21098961753916556
114,1.2026657947329786,0.4687983319231621,0.1845405885317098,-0.7575825989100456,0.66827027156605,0.2798182594889267
115,1.1788320394189964,0.4400574607312683,0.16452415120240155,-0.8208499680252335,0.6799792110616575,0.2681093199933192
116,0.9859856943174116,0.3580728813738433,-0.014113433290626,-1.0270187340443362,0.7356095384283423,0.2124789926266344
117,2.16440552062904,0.1534704419934382,0.7721457374341973,-1.874247290800335,0.55991896203846,0.38816956901651667
118,1.875112551280793,0.908368725087236,0.628668684970561,-0.09610489791316389,0.4432837119952094,0.5048048190597674
119,3.878229242216733,0.8771840559686829,1.3553786685897595,-0.13103843865388345,0.15370284181904703,0.7943856892359297
120,1.3252498659248382,0.217351612849756,0.28160101971606055,-1.5262389010560917,0.7114569886287256,0.23663154242625106
121,2.0179752406885414,0.6707933523794716,0.702094652623514,-0.3992941590710492,0.46724850357730147,0.48084002747767524
122,1.1603565962077116,0.0120031250183745,0.1487273684012288,-4.422588244899194,0.8118051974740788,0.13628333358089795
123,0.8620211754331805,0.0333628033276512,-0.14847544315244335,-3.400313672418679,0.8552143714820383,0.09287415957293843
124,16.018215165647835,1.214595399178387,2.773726522552428,0.194411016542653,-0.27730104353930213,1.2253895745942789
125,1.3266810728099965,0.3594806605742522,0.2826803894712866,-1.023094898610888,0.6731648996515838,0.27492363140339293
126,1.7920037316367918,0.2703546143536592,0.5833343969371731,-1.3080207952263236,0.6040564097692085,0.3440321212857682
127,1.6030209418035557,0.4870053541175511,0.47188993767405574,-0.7194801618787681,0.5874719675234291,0.3606165635315476
128,2.1161599590239115,0.2651837671624982,0.7496031061407433,-1.327332232338327,0.5410881673739574,0.40700036368101933
129,1.6403373279178803,0.1997315791009756,0.49490190844008614,-1.6107809183580917,0.653262440934298,0.29482609012067873
