subj,log_omega_true,log_omega_rec,log_omega_lo80,log_omega_hi80,log_omega_lo95,log_omega_hi95,log_kappa_true,log_kappa_rec,log_kappa_lo80,log_kappa_hi80,log_kappa_lo95,log_kappa_hi95
222,-1.167023204150072,-1.413685760404935,-2.038002005649143,-0.8523374504457395,-2.442777129639397,-0.6391396236687067,-1.631716154061308,-1.7978510377604697,-2.4174101716846317,-1.1879906547504104,-2.8001452174704053,-0.8708076750899013
223,0.33520417232297456,0.7048861962724177,0.231495901203773,1.1301112209305673,-0.14825944943601102,1.306485573121171,-0.045939599708671605,0.3904599682169057,-0.1630781470149556,0.9279703049759811,-0.4850894717875535,1.1615929854191447
224,0.8822091063199924,0.9909787159853151,0.6627319046710965,1.303647070684951,0.4482864391430993,1.4471228111182817,-0.16722524670178918,-0.5145725408837059,-1.245872530040081,0.2195146515511452,-1.705172685250571,0.6030949851176197
225,0.2724598359696463,0.12347780382555858,-0.21722315444882376,0.4466960845614779,-0.4401907457285817,0.587525725560683,-1.8204706664580248,-2.2475291526053764,-2.942708063087585,-1.5833758492065082,-3.4773558148875017,-1.2452064025627547
226,2.517836865588808,2.189767662331781,1.8332636826860707,2.5594042472441307,1.6520043701420324,2.7664769561454636,0.5117259022327627,-0.5195472504790761,-1.1587123417722875,0.11258844406312853,-1.504097976136331,0.4491430305778148
227,0.22807837607846754,0.4959055027466197,0.17576314801331752,0.8036330686311413,-0.027794919317699167,0.9505538693412438,-1.5042491548035508,-1.0718482010946824,-1.7143755274181227,-0.42158670260873415,-2.0726395405143014,-0.07928286707818277
228,-0.038021469366842836,-0.03171234331884569,-0.5061009191433993,0.39317829329534565,-0.8718180236943703,0.5798662059038701,0.09878973723879207,0.03797624619386489,-0.5158014735416928,0.5549879820405296,-0.8483948874129972,0.7783696436601567
229,0.21518768431509866,0.3155128417852107,-0.01409953817949163,0.6286007586874939,-0.22281013874734437,0.7756915853315737,-1.104392681596367,-1.271408224342636,-1.8319509105369127,-0.7145761372513872,-2.145244703194192,-0.4298772934300868
230,-0.3865932411893647,-0.4963168640595064,-0.9702686599787494,-0.06699651621919608,-1.3233050126475638,0.10557300344011199,-0.9215607592683701,-1.035682419222479,-1.6856660533745254,-0.40486085381992276,-2.078711869542169,-0.09633667428654365
231,-2.1894822386462156,-0.8367599595290381,-1.3712639511448748,-0.3559848712466514,-1.7852102418370654,-0.16021716356308194,-3.141447014029135,-2.384057839857329,-3.138011832734635,-1.6682906191455604,-3.681107196314155,-1.330748078880795
232,-0.7829219271991478,-0.16295348437918938,-0.5415245423192765,0.18631528672950362,-0.812632541040957,0.3381982529383422,-2.9280318757947175,-3.1481599953221147,-4.263197773102697,-2.1775544170614234,-5.022826124718168,-1.7789216801708005
233,1.362532663948934,1.7252220103656235,1.4477415003318155,1.9967848600094213,1.2915503698186575,2.1378966714838135,-2.4466453185678656,-3.0487756038698097,-4.15593418247355,-2.096007876470641,-5.02601786959937,-1.7407389739388992
234,-0.10953643955395445,0.5960534434265086,0.25053894592668235,0.9233843076227332,0.03124698071779486,1.075230533033055,0.16853750084736863,-0.4712062328104001,-1.0993266277298228,0.1273518903570688,-1.4556961312968109,0.429924353870414
235,-0.05779712087513242,-0.022623292779263678,-0.38135922661467125,0.31308117336296826,-0.6363773765226972,0.4687292948930132,-0.9864776069990568,-2.066279551784656,-2.7282366281416834,-1.4201706726101608,-3.1657720996868237,-1.0896477530749427
236,0.08059499810236366,-0.09951185679942907,-0.46824874063365335,0.2411419286217062,-0.7413474816267522,0.3994088851708155,-1.9827372512048402,-2.5640811930561953,-3.4468994771688197,-1.7826732184386411,-4.187883567196814,-1.4357507678322112
237,0.11932755644691304,0.5159705608889942,0.18932543905472665,0.8299519101164318,-0.03344602811604234,0.9804007789397556,-0.6417682875354473,-0.736747793585422,-1.403502972997662,-0.06499962434226363,-1.7556779984056141,0.2894609900379039
238,-0.26133063191442846,-0.1878900039079341,-0.8500220375969955,0.3862613903400425,-1.3361324888074886,0.6000636966162866,0.15872240339840474,0.6251975852024765,0.11281871868578354,1.0807308109020912,-0.2130359829311234,1.2628795878206465
