subj,lam,omega,log_lam,log_omega,log_lam_z,log_omega_z
188,2.771923798603611,5.05386782429013,1.0195415912685715,1.620153855931124,2.200655484636826,0.2559657805620095
189,1.3944181767080241,4.071426135437971,0.3324772506436066,1.4039933399056317,1.1568739064228426,0.12881615522733253
190,0.43867302122652596,4.440238265328805,-0.8240009697911999,1.4907080383666502,-0.6000367505871451,0.17982334943216
191,0.9638042320674561,1.8807322284162011,-0.03686708376307566,0.6316611842130719,0.5957695243780264,-0.32548394562296
192,0.5673385598988062,0.12180721143837345,-0.5667990460467779,-2.1053157182474136,-0.2092980467833247,-1.9354245309631366
193,0.5695536482145392,0.1151552370556861,-0.5629022982234251,-2.161474173457099,-0.2033781447414557,-1.968457976064848
194,0.586751354712448,8.885750031864962,-0.5331541354126844,2.1844488735604224,-0.15818502018005393,0.5878945776848321
195,0.6685350613040472,7.388443666004101,-0.40266643609064556,1.9999171127813715,0.04005064521917068,0.47934957290404456
196,0.381103607078071,1.5819018651352523,-0.9646840062348316,0.4586278352692093,-0.8137610746781017,-0.42726537126510616
198,0.4640693664642752,15.936099415907675,-0.7677212412391501,2.768586939270805,-0.5145371249828257,0.9314954237803279
199,1.2742551284409656,6.489062560612448,0.24236179490401008,1.8701180766177454,1.019971367531377,0.40299937204191805
200,0.33789096589512974,890.0900378402629,-1.085032021650293,6.791322623721895,-0.9965926292178233,3.2977431756966427
201,0.43966399481838925,3.785883796635681,-0.8217444919376232,1.3312793594042296,-0.5966087310030277,0.08604444304167166
202,0.6558775542133597,0.6851247548086046,-0.4217811626228523,-0.3781543334942573,0.011011735400670767,-0.9194761653606646
203,0.9264429144483703,14.652369394739337,-0.07640284934991422,2.6846020558149415,0.5357071672447898,0.8820939573999913
204,0.3969323691987561,9.017697254313735,-0.9239893674700334,2.199189008168314,-0.7519381684912778,0.5965649982927989
205,0.5207103021897374,58.08705243096273,-0.6525614337396849,4.061942789297921,-0.3395874463118691,1.692271326702241
206,2.721674368005723,0.12468926992211452,1.00124726739112,-2.081930477134624,2.172862922688705,-1.921668898341027
207,1.2957550461446155,4.069288913715446,0.2590935724614313,1.4034682701153927,1.045390124047433,0.12850729943659425
209,0.7065658944314182,5.698939191386149,-0.34733881237254316,1.74028005074613,0.12410384226150305,0.32662623671028757
210,0.49633549525869386,9.027652761074378,-0.7005031791825197,2.200292395773674,-0.41242008768449123,0.5972140313502694
211,0.394737562642993,0.38370054501006257,-0.9295341332635928,-0.9578928613235085,-0.7603617236790845,-1.260489121662422
212,0.23990867925630402,3.024620119236744,-1.4274969311485517,1.1067855031793188,-1.5168620458984374,-0.04600700758295568
213,0.7974733828743028,12.747182087199821,-0.22630682058632207,2.5453102344088725,0.30797448716513903,0.8001599241657361
214,0.2755090867925896,13.191396910192598,-1.2891346680198812,2.579564867883636,-1.3066634184418948,0.8203091350039413
215,1.0122393989042744,0.2687493615326274,0.012165103071415155,-1.3139760752356358,0.6702587538886638,-1.4699438734800723
216,0.9113407887291772,19.529685742494333,-0.0928383696435845,2.971935653745011,0.5107384819317221,1.0511089097817874
217,0.4783104456946187,892.2076316766437,-0.7374952893233633,6.793698876430999,-0.46861814778051275,3.299140931619965
218,0.30436875164846866,2.8421052369342683,-1.1895153138209846,1.0445450581710023,-1.1553226478645726,-0.08261799190600251
219,0.7196173307707576,0.45787236935037523,-0.3290356933008886,-0.781164803244189,0.15190976578457852,-1.1565343995694175
220,0.7906373869290156,0.18637622444122803,-0.2349158399269862,-1.679987936146968,0.2948957472816234,-1.6852388396404758
221,0.721305476166187,7.151297805472858,-0.32669254742287834,1.9672938514896867,0.1554694506029035,0.4601599654461136
222,0.9183880224089089,7.127213641152009,-0.08513529530402632,1.9639203643791396,0.5224409188300336,0.4581756177490215
223,0.34881833117120015,1013.1130060479085,-1.053204033364973,6.920783053849015,-0.9482398536777498,3.373894202206906
224,0.17112751517893185,11.274155484520447,-1.7653462975768952,2.422512980988839,-2.0301195736700035,0.7279283017974618
225,0.3230425569741434,9.041878033556495,-1.1299712091005474,2.2018668999024835,-1.0648638131913843,0.5981401838861119
226,2.6609663732676005,4.86797259220129,0.9786893550376905,1.58267754491249,2.1385931578860986,0.23392151922992063
227,0.47567328513628854,9.168506142318677,-0.7430240361785035,2.215774365943999,-0.47701736715020776,0.606320813397215
228,0.7251631249095057,0.7812049519387935,-0.3213586495609576,-0.24691774111235942,0.16357265724477868,-0.8422803672640774
229,0.2994046728691895,5.892329903395444,-1.2059591996728813,1.7736514887836585,-1.1803040420537263,0.34625593560890944
230,0.7962591577336968,6.227418285392044,-0.2278305710834747,1.8289618464931672,0.3056596199763171,0.37879051402868713
