subj,n_trials,optimality_rate,overcautious_rate,overrisky_rate,subj_optimality_rate,subj_overcautious_rate,subj_overrisky_rate,total_ev_loss,mean_ev_loss,heavy_rate,survival_rate,total_earnings
133,45,0.7777777777777778,0.08888888888888889,0.13333333333333333,0.5111111111111111,0.0,0.4888888888888889,6.381390006001908,0.1418086668000424,0.6,0.5555555555555556,93
134,45,0.4444444444444444,0.5333333333333333,0.022222222222222223,0.8444444444444444,0.1111111111111111,0.044444444444444446,25.66097498497127,0.570243888554917,0.044444444444444446,0.5333333333333333,24
135,45,0.8888888888888888,0.044444444444444446,0.06666666666666667,0.5333333333333333,0.0,0.4666666666666667,3.2917660001696865,0.07315035555932636,0.5777777777777777,0.8,116
136,45,0.8222222222222222,0.06666666666666667,0.1111111111111111,0.5111111111111111,0.0,0.4888888888888889,4.82251738941688,0.10716705309815287,0.6,0.8888888888888888,128
137,45,0.9111111111111111,0.044444444444444446,0.044444444444444446,0.5555555555555556,0.0,0.4444444444444444,1.8116652536247966,0.04025922785832881,0.5555555555555556,0.9111111111111111,129
138,45,0.6888888888888889,0.17777777777777778,0.13333333333333333,0.6,0.0,0.4,9.495914794304884,0.21102032876233076,0.5111111111111111,0.5333333333333333,72
139,45,0.5111111111111111,0.4444444444444444,0.044444444444444446,0.8222222222222222,0.06666666666666667,0.1111111111111111,20.597696763635874,0.45772659474746386,0.15555555555555556,0.9333333333333333,66
140,45,0.8,0.13333333333333333,0.06666666666666667,0.5777777777777777,0.022222222222222223,0.4,9.97807666190978,0.22173503693132846,0.4888888888888889,0.5777777777777777,86
141,45,0.6222222222222222,0.3333333333333333,0.044444444444444446,0.8444444444444444,0.0,0.15555555555555556,11.179154134197711,0.2484256474266158,0.26666666666666666,0.9111111111111111,85
142,45,0.7777777777777778,0.17777777777777778,0.044444444444444446,0.6888888888888889,0.0,0.3111111111111111,8.22439964494713,0.18276443655438068,0.4222222222222222,0.5555555555555556,81
143,45,0.7111111111111111,0.2,0.08888888888888889,0.6666666666666666,0.0,0.3333333333333333,6.841557713407274,0.15203461585349498,0.4444444444444444,0.8222222222222222,93
144,45,0.7555555555555555,0.17777777777777778,0.06666666666666667,0.5777777777777777,0.044444444444444446,0.37777777777777777,11.237333228473322,0.24971851618829605,0.4444444444444444,0.8,88
145,45,0.6888888888888889,0.022222222222222223,0.28888888888888886,0.28888888888888886,0.0,0.7111111111111111,11.599976133307628,0.25777724740683616,0.8222222222222222,0.5777777777777777,114
146,45,0.4666666666666667,0.5111111111111111,0.022222222222222223,0.8666666666666667,0.08888888888888889,0.044444444444444446,22.03377197158691,0.48963937714637573,0.06666666666666667,0.7111111111111111,40
147,45,0.7333333333333333,0.24444444444444444,0.022222222222222223,0.6888888888888889,0.044444444444444446,0.26666666666666666,11.675556922665436,0.25945682050367636,0.3333333333333333,0.5333333333333333,60
148,45,0.6444444444444445,0.24444444444444444,0.1111111111111111,0.6444444444444445,0.022222222222222223,0.3333333333333333,11.481870185300457,0.2551526707844546,0.4222222222222222,0.7111111111111111,80
149,45,0.8666666666666667,0.1111111111111111,0.022222222222222223,0.6444444444444445,0.0,0.35555555555555557,3.488816070373253,0.07752924600829451,0.4666666666666667,0.8222222222222222,97
150,45,0.6888888888888889,0.08888888888888889,0.2222222222222222,0.37777777777777777,0.022222222222222223,0.6,12.377861766665426,0.27506359481478726,0.6888888888888889,0.5777777777777777,102
151,45,0.8444444444444444,0.1111111111111111,0.044444444444444446,0.5777777777777777,0.022222222222222223,0.4,5.686261277939988,0.12636136173199974,0.4888888888888889,0.6666666666666666,94
152,45,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.7555555555555555,0.0,0.24444444444444444,13.074403442673146,0.2905422987260699,0.35555555555555557,0.5333333333333333,56
153,45,0.4666666666666667,0.5333333333333333,0.0,0.8666666666666667,0.1111111111111111,0.022222222222222223,23.237418801187395,0.516387084470831,0.022222222222222223,0.7555555555555555,34
154,45,0.7333333333333333,0.24444444444444444,0.022222222222222223,0.7777777777777778,0.0,0.2222222222222222,6.437299789728839,0.14305110643841865,0.3333333333333333,0.5777777777777777,78
