rho_log_k_log_beta,rho_log_k_alpha,rho_log_k_delta,rho_log_beta_alpha,rho_log_beta_delta,rho_alpha_delta
-0.23201993,0.3593094,-0.72828823,-0.35680634,0.80715257,-0.2721507
-0.10227863,0.39732912,-0.73029083,-0.28262195,0.7184561,-0.2557352
-0.26353216,0.43686488,-0.7339526,-0.36020488,0.770176,-0.1953704
-0.19090556,0.32272848,-0.73121244,-0.31846985,0.7805505,-0.23036864
-0.14446998,0.44708467,-0.7733592,-0.32354188,0.6704121,-0.24819078
-0.2213496,0.39463413,-0.7176082,-0.34916237,0.8042209,-0.27726644
-0.22244056,0.39425236,-0.7781984,-0.32259393,0.7405783,-0.24001835
-0.05867619,0.44191885,-0.7347266,-0.26822096,0.6558312,-0.22619279
-0.22804862,0.41639405,-0.7783856,-0.33046007,0.7353163,-0.24304812
-0.3504046,0.39736706,-0.809273,-0.34824306,0.79249936,-0.2449161
-0.07429446,0.37860328,-0.77652156,-0.25194982,0.6403798,-0.21604848
-0.16426145,0.39126173,-0.68011236,-0.36860764,0.79767454,-0.2825325
-0.22673729,0.41296652,-0.7571484,-0.344665,0.74018556,-0.21060821
-0.19278313,0.379709,-0.72777224,-0.332635,0.759485,-0.21011819
-0.1917086,0.42826518,-0.7808088,-0.30605307,0.69866765,-0.22279759
-0.0765618,0.41711694,-0.7509096,-0.26633713,0.6673992,-0.2440349
-0.2593441,0.45062935,-0.7672321,-0.36871064,0.77653676,-0.30489329
-0.20321281,0.39350528,-0.7738688,-0.33215266,0.7232207,-0.22660878
-0.22851157,0.3513496,-0.68695724,-0.3416355,0.83260643,-0.23571089
-0.17346969,0.39443657,-0.74483985,-0.304609,0.74995255,-0.2520521
-0.19287081,0.3488737,-0.7240454,-0.28513917,0.76250935,-0.1499761
-0.282433,0.37811807,-0.77278656,-0.36825472,0.78302425,-0.24636032
-0.2123078,0.4226075,-0.77230805,-0.3287174,0.7493536,-0.29726762
-0.16913433,0.38506034,-0.76557237,-0.32017994,0.7208662,-0.24776304
-0.08804252,0.43506864,-0.7413937,-0.3273687,0.6990203,-0.32792848
-0.08288895,0.36009738,-0.7129433,-0.28466293,0.7012394,-0.17438509
-0.20416762,0.4065426,-0.73359996,-0.3113518,0.7854066,-0.27582908
-0.2631757,0.36617997,-0.73533124,-0.37107414,0.81800157,-0.27962303
-0.25993723,0.40200013,-0.75743866,-0.3585301,0.76113033,-0.20311314
-0.18124382,0.43445253,-0.7324672,-0.36635005,0.74251324,-0.26305807
-0.19970003,0.36459148,-0.70373166,-0.36188298,0.79696095,-0.24820401
-0.22702831,0.37741733,-0.6962293,-0.33562133,0.80457175,-0.19216405
-0.18307535,0.3000981,-0.6458201,-0.34427518,0.8355719,-0.2058201
-0.18334012,0.33936593,-0.7211157,-0.3449133,0.77721685,-0.23568246
-0.23810545,0.31687534,-0.7238993,-0.28947836,0.8035886,-0.16422524
-0.22529006,0.3842817,-0.7520479,-0.3219836,0.77236044,-0.24379003
-0.088323854,0.3322547,-0.6690995,-0.36426023,0.7713173,-0.28868055
-0.12828867,0.39277366,-0.721243,-0.31180376,0.7401289,-0.25390285
-0.12479779,0.4713653,-0.78166914,-0.30195996,0.61891496,-0.22046009
-0.25921792,0.36302438,-0.76663274,-0.34784162,0.7671017,-0.20982687
-0.17029743,0.39918077,-0.6894983,-0.3308644,0.775016,-0.20689565
-0.052728027,0.33467415,-0.6577876,-0.35370874,0.7106702,-0.15786073
-0.062478226,0.36133602,-0.73237115,-0.3092491,0.6877444,-0.25405586
-0.15245233,0.3782314,-0.6956422,-0.33714533,0.7760371,-0.2501372
-0.1195243,0.4291358,-0.7368441,-0.29909423,0.7068411,-0.24644145
-0.24819905,0.43434018,-0.7121681,-0.34228054,0.7817116,-0.18585756
-0.088068664,0.40723783,-0.76974833,-0.25694495,0.6683362,-0.2678818
-0.16560996,0.3374142,-0.7659809,-0.30956697,0.70985174,-0.18235405
-0.19091131,0.39228198,-0.7093168,-0.3437149,0.78750753,-0.254914
-0.14408225,0.4179901,-0.7205843,-0.33052522,0.7453958,-0.27246422
-0.15718606,0.41734624,-0.7329188,-0.32833412,0.70730746,-0.18790293
-0.16821647,0.34053895,-0.73582023,-0.3291964,0.7539166,-0.24027604
-0.22189663,0.39118043,-0.7918329,-0.29391414,0.73411274,-0.24481219
-0.22737563,0.33481142,-0.71998864,-0.3278248,0.7953602,-0.19586925
-0.17483889,0.39872685,-0.76201,-0.31263545,0.7201594,-0.22868998
-0.21738654,0.37893248,-0.76032686,-0.3240572,0.753439,-0.22270763
-0.14769267,0.39476827,-0.7503751,-0.30357397,0.7202911,-0.24096031
-0.06670299,0.3465179,-0.7108179,-0.27544174,0.7244072,-0.2513258
-0.1295736,0.34010467,-0.7429378,-0.2916728,0.707831,-0.17342141
-0.17556044,0.33349767,-0.7218256,-0.3258053,0.789875,-0.28366905
-0.24834019,0.40653154,-0.72121805,-0.3649614,0.81951886,-0.30731943
-0.1357916,0.41039962,-0.70869064,-0.3161533,0.7415224,-0.22598194
-0.13031524,0.38500282,-0.7867978,-0.28292912,0.6790135,-0.2587207
-0.27479956,0.4246746,-0.75513214,-0.3361217,0.72416985,-0.11873746
-0.16692781,0.3828598,-0.74352837,-0.30141488,0.74066675,-0.22767073
-0.2247788,0.42860928,-0.7485635,-0.37122297,0.74682033,-0.23947555
-0.111192934,0.3796889,-0.72644854,-0.2729998,0.7158911,-0.2007729
-0.092687875,0.33954734,-0.7196645,-0.27646196,0.72647166,-0.22185695
-0.0589855,0.39622727,-0.73139346,-0.26434055,0.682408,-0.23867066
-0.13799527,0.37774804,-0.7406804,-0.3135192,0.7277184,-0.24422379
-0.14359331,0.3560348,-0.72398394,-0.29394546,0.74411607,-0.20270304
-0.30287087,0.39146122,-0.77254874,-0.35665193,0.7585217,-0.16077
-0.10402324,0.3212735,-0.68456197,-0.31914762,0.7597438,-0.21484013
-0.13380028,0.40840423,-0.72920525,-0.30538008,0.71851873,-0.21988241
-0.21730894,0.31454062,-0.68184763,-0.31932622,0.8164572,-0.15670101
-0.14200726,0.38876566,-0.7238976,-0.36656815,0.7502663,-0.30165112
-0.23969187,0.41738185,-0.7292737,-0.38573113,0.7866533,-0.26324978
-0.1654027,0.4020664,-0.7123874,-0.35005167,0.7554714,-0.23799616
-0.10885349,0.3484304,-0.6703803,-0.3567537,0.7654446,-0.24728681
-0.16745809,0.40508106,-0.6923289,-0.33238953,0.749998,-0.17210057
-0.20221822,0.43450356,-0.79389364,-0.33505058,0.70775956,-0.28152722
-0.18282591,0.37809196,-0.75008494,-0.3221512,0.74218833,-0.23223002
-0.16438873,0.3689871,-0.688159,-0.35779324,0.7662184,-0.1953663
-0.19406512,0.4018888,-0.7296106,-0.3419841,0.7780802,-0.28430608
-0.25215766,0.3929785,-0.80591536,-0.33248332,0.73063177,-0.24693578
-0.11055794,0.4381632,-0.74141425,-0.28107053,0.7039037,-0.26524687
-0.15562233,0.33652067,-0.7647024,-0.289702,0.725818,-0.23004551
-0.17650928,0.33347213,-0.7228825,-0.29291603,0.77007765,-0.19207129
-0.22751527,0.42229593,-0.7672636,-0.3428043,0.7458866,-0.24839246
-0.15184122,0.37855336,-0.73760116,-0.30956927,0.7385056,-0.23693685
-0.15838465,0.36545408,-0.6636111,-0.3465785,0.7863971,-0.1899167
-0.05017887,0.35535115,-0.7295835,-0.30320913,0.70142037,-0.3132915
-0.23985186,0.38051584,-0.7177734,-0.3528348,0.8180351,-0.2771589
-0.24598919,0.3992256,-0.7716825,-0.35840207,0.7789102,-0.3080575
-0.25534973,0.43845627,-0.76942253,-0.35080597,0.7571683,-0.2525754
-0.2676025,0.40169033,-0.7494505,-0.35935742,0.75530905,-0.16965225
-0.26713714,0.36290875,-0.714893,-0.34153095,0.8103315,-0.17711343
-0.11345042,0.41927928,-0.76905656,-0.2638603,0.67218596,-0.23528355
-0.16870065,0.39618295,-0.694507,-0.3598682,0.7680764,-0.2268285
-0.14646022,0.35702437,-0.73417604,-0.35145444,0.7309818,-0.23435241
-0.25017744,0.33356175,-0.7322556,-0.36271757,0.80724907,-0.23402607
-0.19069023,0.38181597,-0.68520707,-0.3425287,0.76700306,-0.14827913
-0.20814987,0.4327718,-0.7864695,-0.30560422,0.70865095,-0.2384981
-0.22580805,0.38251883,-0.7481358,-0.3181243,0.75857186,-0.19031495
-0.1653773,0.3789524,-0.73741835,-0.3098929,0.70919573,-0.14576682
-0.20328197,0.44603214,-0.7895461,-0.35849646,0.71499807,-0.31209475
-0.2601149,0.4168961,-0.77982795,-0.3650186,0.7436961,-0.2325182
-0.14775686,0.3652808,-0.7221939,-0.32228392,0.7564007,-0.2528783
-0.2051342,0.3911688,-0.7012455,-0.35009134,0.76830447,-0.17384574
-0.1819462,0.41307825,-0.7556715,-0.32942185,0.72148967,-0.22709462
-0.17778637,0.37628534,-0.6533613,-0.3324659,0.8071258,-0.18600063
-0.2211499,0.41223785,-0.7467235,-0.32312888,0.7713513,-0.25747383
-0.20651777,0.41992158,-0.7983742,-0.341531,0.7251868,-0.32413197
-0.17775685,0.4237276,-0.738996,-0.3380186,0.740885,-0.24998611
-0.14976214,0.42016217,-0.7400919,-0.3034685,0.73571634,-0.2688241
-0.1268046,0.33757475,-0.6535452,-0.32358032,0.79946065,-0.22324021
-0.12022518,0.38830182,-0.722851,-0.29089263,0.7513319,-0.29800504
-0.20138335,0.3875881,-0.6874684,-0.35043514,0.7872424,-0.19707271
-0.22648595,0.3842485,-0.7958318,-0.32086328,0.7428417,-0.28492153
-0.17411193,0.36802337,-0.7370785,-0.32113546,0.73738295,-0.20351148
-0.27437043,0.41377118,-0.73530906,-0.37861663,0.7680394,-0.17685202
-0.20304985,0.33929378,-0.7825745,-0.2944913,0.7435717,-0.2507409
-0.17879878,0.4363376,-0.71903616,-0.33398336,0.7513932,-0.24031176
-0.11513487,0.40015393,-0.6855476,-0.3363233,0.7619482,-0.26926
-0.16445352,0.39337024,-0.7454323,-0.3019723,0.705026,-0.16496491
-0.16362919,0.3877831,-0.6704151,-0.35732272,0.78682077,-0.22021809
-0.17702158,0.33025306,-0.7335617,-0.3598137,0.74031436,-0.18625998
-0.14574867,0.43228585,-0.75275606,-0.29071158,0.7329512,-0.3064878
-0.13175751,0.41771716,-0.7220496,-0.32993945,0.7285736,-0.2525102
-0.2509931,0.38947985,-0.72893196,-0.34402347,0.8213823,-0.2919687
-0.1686229,0.4017582,-0.73765284,-0.31791997,0.7519655,-0.26461217
-0.16477743,0.35376737,-0.66459125,-0.36651024,0.803765,-0.23778723
-0.14214972,0.35356897,-0.737622,-0.2934143,0.73232764,-0.20931225
-0.17840113,0.37966618,-0.67725784,-0.3117232,0.7238616,-0.051944703
-0.16613986,0.3907124,-0.7637289,-0.2952413,0.7190879,-0.22974671
-0.22248763,0.444826,-0.71991134,-0.3736052,0.74537444,-0.19558144
-0.2587605,0.3987883,-0.7650445,-0.3777884,0.78825843,-0.3034964
-0.07704828,0.39687195,-0.6856012,-0.30214244,0.71492475,-0.19252324
-0.23223904,0.37736225,-0.7436029,-0.3677116,0.77657837,-0.24357319
-0.13048854,0.36359474,-0.7121624,-0.28941682,0.7304213,-0.1660346
-0.17706622,0.385668,-0.7363535,-0.3160755,0.7649338,-0.26919174
-0.19216011,0.36294428,-0.72364235,-0.33158168,0.7290774,-0.122214705
-0.12392971,0.34298113,-0.7505844,-0.27627474,0.72049403,-0.236416
-0.19487038,0.40062502,-0.7681048,-0.28356254,0.72226876,-0.19724329
-0.16015276,0.3619834,-0.7113028,-0.32041317,0.7483597,-0.17614764
-0.19876646,0.34103474,-0.7317754,-0.27860656,0.7595705,-0.14211647
-0.17755298,0.33089796,-0.72429687,-0.2994923,0.79338694,-0.2858298
-0.17596918,0.40781215,-0.75661415,-0.31520343,0.73638666,-0.2625674
-0.14630063,0.3862782,-0.73720264,-0.34903887,0.7451085,-0.29865667
-0.09123315,0.42952457,-0.7573412,-0.31418854,0.6832221,-0.3209318
-0.14320518,0.3810417,-0.6831494,-0.33952612,0.7784434,-0.24635342
-0.20818393,0.40496698,-0.6867516,-0.3687397,0.81801915,-0.28293872
-0.1892549,0.40433943,-0.7858199,-0.35891524,0.70190954,-0.26103392
-0.18365784,0.4257861,-0.7257668,-0.3158451,0.7668668,-0.25782025
-0.15913042,0.41902268,-0.74400985,-0.32709122,0.73877954,-0.28107995
-0.22299102,0.3894471,-0.7539245,-0.33619574,0.77550066,-0.27448404
-0.22055045,0.3928447,-0.7912297,-0.2984837,0.72076106,-0.21475774
-0.16950077,0.36250335,-0.68786705,-0.32285476,0.76487756,-0.15213805
-0.12357916,0.33543012,-0.706209,-0.30247086,0.7510897,-0.20763591
-0.23786718,0.3353447,-0.71802485,-0.3709061,0.8214713,-0.2766842
-0.19195582,0.34423742,-0.68503195,-0.33102417,0.81407285,-0.2317001
-0.19336976,0.40033144,-0.7791844,-0.36342478,0.71859723,-0.27301812
-0.15403126,0.35954764,-0.7697255,-0.33175543,0.7323421,-0.3209501
-0.2534171,0.36410278,-0.6542194,-0.40505013,0.81555146,-0.156351
-0.22695571,0.44304428,-0.78434193,-0.32521605,0.7205137,-0.2430766
-0.17622535,0.39965174,-0.7339944,-0.29484174,0.7386645,-0.18683334
-0.3030025,0.46506262,-0.80848664,-0.4090358,0.7172067,-0.25035283
-0.045485895,0.40218547,-0.6934944,-0.32278445,0.6999914,-0.26413387
-0.23116896,0.3772264,-0.7378682,-0.37116534,0.7594844,-0.19489834
-0.14302671,0.39657882,-0.71155566,-0.30942082,0.7720393,-0.29268578
-0.26212102,0.39219046,-0.7427871,-0.37540314,0.79911447,-0.27337325
-0.25291523,0.44105715,-0.7205854,-0.3883594,0.7953588,-0.26288867
-0.13889945,0.42058432,-0.7439828,-0.33693618,0.72339433,-0.2903593
-0.10014039,0.3490095,-0.7406934,-0.27917686,0.69253635,-0.18298708
-0.13616323,0.36820787,-0.7096717,-0.33377188,0.72412366,-0.17591605
-0.2364765,0.36279142,-0.6776891,-0.3413892,0.840791,-0.23268126
-0.1411232,0.3576066,-0.678476,-0.3219251,0.7762498,-0.20515485
-0.12705092,0.3735743,-0.7560314,-0.31188747,0.7074728,-0.25493312
-0.16376612,0.32637116,-0.6523962,-0.334779,0.81393385,-0.20164853
-0.2432528,0.40131834,-0.71635634,-0.35287297,0.79760003,-0.2201816
-0.20490094,0.39774102,-0.77421755,-0.30567443,0.7429289,-0.2626633
-0.16742289,0.40257928,-0.69840527,-0.35955966,0.7517807,-0.20544502
-0.23662002,0.4016692,-0.80155617,-0.29561472,0.73722816,-0.2622988
-0.15228568,0.3600204,-0.7014576,-0.31192824,0.7570018,-0.1820644
-0.2392985,0.38235477,-0.7815066,-0.32524675,0.7304815,-0.19228368
-0.20313808,0.40615568,-0.7455432,-0.34621257,0.72962856,-0.19759837
-0.23836112,0.36133647,-0.77069056,-0.30509645,0.7834622,-0.28007632
-0.21774437,0.34048137,-0.7469153,-0.34231016,0.79218525,-0.2898882
-0.1370579,0.399982,-0.7407295,-0.3284123,0.7302004,-0.29512563
-0.12930754,0.37142155,-0.7096841,-0.33257455,0.7441988,-0.23289014
-0.2798982,0.40491214,-0.7328815,-0.39356348,0.7569952,-0.15295944
-0.19871357,0.36574754,-0.757498,-0.35323113,0.73253787,-0.20912926
-0.26389393,0.36875919,-0.7268135,-0.37993082,0.8023072,-0.22268492
-0.17444636,0.41072026,-0.7373109,-0.32998684,0.7390308,-0.23405671
-0.14928399,0.38962778,-0.6858686,-0.35112557,0.7823426,-0.2668664
-0.12250123,0.39621568,-0.7123676,-0.3411205,0.7333405,-0.2500945
-0.16651617,0.41053468,-0.69865125,-0.35836694,0.77450883,-0.26296532
-0.2186848,0.38231304,-0.77658886,-0.28595978,0.7233975,-0.1861489
-0.042000767,0.39179763,-0.6650988,-0.30774027,0.69113743,-0.15604013
-0.2634341,0.4237475,-0.7488671,-0.37185603,0.7482049,-0.1819982
-0.1996076,0.37518227,-0.75209683,-0.31138995,0.74552804,-0.20570454
-0.16326582,0.37373605,-0.7455656,-0.339163,0.6954627,-0.1583294
-0.17836417,0.4015259,-0.7635185,-0.2932564,0.73071367,-0.24584064
-0.12986065,0.37176687,-0.746162,-0.28844124,0.7348358,-0.28247118
-0.2016884,0.41636848,-0.73528194,-0.37629798,0.74823135,-0.24030593
-0.17398888,0.30698827,-0.73364407,-0.31348643,0.7410831,-0.1447853
-0.13317938,0.34893337,-0.723772,-0.3113286,0.7446593,-0.23214445
-0.21096018,0.41629836,-0.78054774,-0.33380604,0.74202454,-0.29718474
-0.042009868,0.3918141,-0.74666184,-0.25806847,0.65042806,-0.23237316
-0.18500254,0.38209566,-0.73367554,-0.3375355,0.768002,-0.2640592
-0.18092132,0.39817524,-0.7449359,-0.3477589,0.7240155,-0.21244395
-0.14945303,0.39434674,-0.75265867,-0.34787077,0.729831,-0.29964405
-0.22761336,0.3972779,-0.7577769,-0.33562937,0.7685144,-0.26017714
-0.13778658,0.36445302,-0.66192895,-0.35795406,0.7962718,-0.2573201
-0.33150032,0.39077204,-0.8116512,-0.36005774,0.7948127,-0.29929978
-0.23604324,0.36384225,-0.77949005,-0.32117388,0.73402095,-0.18053539
-0.16994229,0.43552238,-0.7180705,-0.31226754,0.7247691,-0.17315325
-0.2289613,0.40179694,-0.70616287,-0.38225424,0.75424474,-0.15785277
-0.23004882,0.36546156,-0.7497409,-0.3341068,0.7799748,-0.2427573
-0.12727548,0.3814673,-0.7709275,-0.28689194,0.6968033,-0.25991848
-0.12245407,0.34767306,-0.7306069,-0.28767544,0.7287317,-0.21002156
-0.18935819,0.36512217,-0.7461791,-0.3330046,0.758803,-0.25540096
-0.18190391,0.36951777,-0.6881458,-0.34639862,0.7824718,-0.19649631
-0.13443068,0.39504668,-0.6475075,-0.3387602,0.7756003,-0.18474033
-0.26095575,0.39238715,-0.79839003,-0.31947425,0.7462281,-0.23796923
-0.13966191,0.34970626,-0.6744762,-0.3337723,0.7899444,-0.23830321
-0.28213215,0.34595242,-0.73154163,-0.3637759,0.8255954,-0.23783916
-0.15421456,0.4232132,-0.72024876,-0.33869815,0.746834,-0.26085502
-0.2790345,0.43070692,-0.77024394,-0.34992716,0.7959623,-0.30668908
-0.23538898,0.36964917,-0.76802975,-0.33735585,0.7249224,-0.15775886
-0.23094039,0.398751,-0.7434179,-0.34916496,0.7338626,-0.15425456
-0.13621919,0.398779,-0.77639073,-0.28741604,0.6858009,-0.26396286
-0.16333097,0.38668448,-0.71390915,-0.34278497,0.75361913,-0.22493035
-0.24034034,0.4031455,-0.7494825,-0.33230186,0.7636603,-0.20876877
-0.13338226,0.37733445,-0.75833964,-0.28449172,0.70519185,-0.22740895
-0.18200065,0.4066762,-0.7382621,-0.342695,0.7675562,-0.30360624
-0.18491593,0.38849038,-0.71492386,-0.3785627,0.7478125,-0.20571637
-0.11531049,0.3805072,-0.71161646,-0.3052493,0.7262059,-0.21120238
-0.09675433,0.3685896,-0.7164954,-0.26661643,0.73001176,-0.2326976
-0.18795127,0.3936187,-0.7382454,-0.3462571,0.7659055,-0.27956748
-0.20510961,0.29124618,-0.7113477,-0.34088895,0.8068989,-0.22891828
-0.1752816,0.38496616,-0.7229921,-0.33280286,0.7525289,-0.21266961
-0.21981362,0.33301184,-0.67564046,-0.3688079,0.82338595,-0.21647212
-0.09885929,0.36987558,-0.78471124,-0.26793185,0.6551595,-0.23171984
-0.20966522,0.3815561,-0.7277494,-0.36083657,0.80057764,-0.3214326
-0.21782956,0.41809243,-0.7557305,-0.31492674,0.7567416,-0.24053392
-0.24897166,0.37686834,-0.7023292,-0.4022263,0.8306124,-0.29034942
-0.14907414,0.40037757,-0.7227938,-0.34510884,0.7210349,-0.20487353
-0.16824469,0.36168772,-0.7515203,-0.31133494,0.7325646,-0.2184549
-0.1863577,0.38354936,-0.7273486,-0.32338414,0.7625222,-0.22078942
-0.2300515,0.36861587,-0.71421236,-0.34798667,0.7770279,-0.16457805
-0.17158028,0.35335362,-0.695152,-0.35021338,0.7926189,-0.25923026
-0.11974654,0.4188579,-0.7732639,-0.32997763,0.69844794,-0.35343438
-0.2551142,0.37146363,-0.7463762,-0.3463446,0.7978218,-0.25123715
-0.10822196,0.38932547,-0.71918696,-0.28910276,0.7422317,-0.28238058
-0.21391518,0.42903835,-0.78776646,-0.34364194,0.69995224,-0.22949983
-0.12696894,0.39115667,-0.77718925,-0.27483436,0.6662017,-0.20163926
-0.10839072,0.36041638,-0.7280826,-0.2903884,0.7159787,-0.20746522
-0.18354152,0.40297988,-0.7584502,-0.32148957,0.74810135,-0.2862004
-0.09372803,0.37581265,-0.7281536,-0.27330124,0.71970564,-0.2598279
-0.19135192,0.39363992,-0.63967746,-0.3461265,0.8328506,-0.2265606
-0.2297004,0.42447785,-0.7174996,-0.3597784,0.7843078,-0.23342064
-0.15867268,0.38790894,-0.76669383,-0.31004843,0.72085667,-0.26535743
-0.10232075,0.36063698,-0.70779294,-0.2797467,0.7437908,-0.2359751
-0.07488869,0.3243209,-0.70798224,-0.2684416,0.7130309,-0.17210566
-0.2532389,0.38214728,-0.7389307,-0.3860205,0.80919296,-0.30073237
-0.17119971,0.35847756,-0.7303976,-0.35120383,0.77199394,-0.29367626
-0.21094663,0.40780184,-0.7020254,-0.36246622,0.7441562,-0.14146653
-0.21895817,0.3762504,-0.72106665,-0.3271988,0.76893795,-0.16652727
-0.082826994,0.3693772,-0.7133253,-0.27664238,0.7161789,-0.21594225
-0.1519891,0.30444738,-0.7117628,-0.2969604,0.77914256,-0.22566432
-0.16079177,0.3802789,-0.68465257,-0.36125836,0.79569805,-0.2803759
-0.1623525,0.36547583,-0.714315,-0.2948949,0.75674015,-0.1827334
-0.1523971,0.3120843,-0.7403192,-0.33520812,0.7472063,-0.2386826
-0.15888056,0.36031926,-0.741742,-0.3009967,0.7422768,-0.22712131
-0.17655583,0.3673967,-0.7596159,-0.3107357,0.7180634,-0.19056731
-0.18400644,0.40267417,-0.6965097,-0.3186198,0.747249,-0.14669389
-0.124526285,0.418491,-0.7195806,-0.31231683,0.7269952,-0.24353187
-0.18724455,0.3442685,-0.73179144,-0.34928733,0.7748765,-0.2585796
-0.12805644,0.30937028,-0.73222226,-0.31727356,0.7328605,-0.20797594
-0.1918294,0.36264718,-0.729875,-0.32004532,0.77199537,-0.22574277
-0.1414816,0.39541373,-0.7457926,-0.31556213,0.72995317,-0.28212067
-0.22029102,0.31179196,-0.7272245,-0.33610395,0.78690314,-0.18505037
-0.2336791,0.39160252,-0.6875989,-0.39124304,0.8176113,-0.24802503
-0.21439913,0.37204537,-0.7924615,-0.27254838,0.71610326,-0.19391942
-0.11547888,0.4167294,-0.70727473,-0.32983968,0.6847004,-0.15517396
-0.21566364,0.42357254,-0.75786614,-0.31853473,0.7615212,-0.27113307
-0.24914548,0.406377,-0.7615591,-0.37046912,0.7705561,-0.26715282
-0.23522761,0.36820063,-0.7610611,-0.35948068,0.77871394,-0.27775925
-0.13644694,0.4521608,-0.7308094,-0.34298757,0.727155,-0.30341506
-0.2678996,0.41338268,-0.6764288,-0.37296134,0.807399,-0.1584455
-0.2519798,0.37755042,-0.7263943,-0.36089385,0.8169629,-0.282
-0.22141677,0.41206944,-0.7389038,-0.36318767,0.7629909,-0.23727046
-0.13588212,0.36838144,-0.71433413,-0.33284175,0.73734844,-0.21254675
-0.13200854,0.39560595,-0.7257053,-0.29839203,0.67631876,-0.1164459
-0.18701153,0.38659698,-0.7456591,-0.32874423,0.7634312,-0.27978587
-0.12563412,0.38877043,-0.7409285,-0.33400512,0.6855461,-0.19343191
-0.068488844,0.32980525,-0.72927994,-0.25541106,0.688557,-0.18083179
-0.11789382,0.40840572,-0.71734077,-0.340628,0.73182046,-0.27462327
-0.2172156,0.42664954,-0.6929874,-0.38746136,0.7930717,-0.24673809
-0.12735267,0.40287188,-0.7286174,-0.2602488,0.7122366,-0.17924032
-0.16021702,0.3901166,-0.71085757,-0.34121692,0.7670162,-0.262321
-0.23090836,0.38664153,-0.7497643,-0.37294546,0.7599497,-0.23256727
-0.19428524,0.3619557,-0.69824016,-0.37268558,0.7790977,-0.20614387
-0.12156367,0.3835607,-0.664324,-0.32524988,0.7657279,-0.19859958
-0.16422509,0.38852936,-0.77227604,-0.30690274,0.71413857,-0.25206476
-0.13135563,0.3631759,-0.7683255,-0.31607178,0.668639,-0.18672374
-0.11552862,0.39529267,-0.66667193,-0.28975242,0.7847346,-0.25365603
-0.28078136,0.4033566,-0.72352284,-0.33058926,0.8240224,-0.22881155
-0.22196211,0.2777755,-0.7000392,-0.3266475,0.80611074,-0.1457906
-0.17426528,0.4125458,-0.77355736,-0.297894,0.71944416,-0.2679512
-0.2056107,0.3448592,-0.68415844,-0.34544373,0.8112268,-0.20845194
-0.10331976,0.42398044,-0.7778494,-0.31154022,0.65020263,-0.26435283
-0.22033295,0.4179136,-0.7259334,-0.3595286,0.7537399,-0.20229942
-0.23642184,0.37408096,-0.7182399,-0.3339298,0.8015518,-0.2134909
-0.21816072,0.36538133,-0.7539163,-0.33347923,0.78284705,-0.29286453
-0.10386311,0.39292467,-0.69047594,-0.3101291,0.74341196,-0.23141219
-0.18663223,0.39945912,-0.7424069,-0.33398706,0.76351786,-0.28392145
-0.17704085,0.39427215,-0.73959893,-0.34699506,0.73659337,-0.22801146
-0.18797922,0.42110303,-0.7249996,-0.33218288,0.7722882,-0.2704988
-0.20943117,0.38693896,-0.6676977,-0.35368675,0.8106928,-0.19659898
-0.13948974,0.37448436,-0.7110358,-0.33120894,0.7460639,-0.22279619
-0.23722547,0.43388426,-0.78770745,-0.3095107,0.75517917,-0.3064741
-0.17759873,0.39643365,-0.7698552,-0.29228175,0.69706047,-0.17885596
-0.1813909,0.40818998,-0.6986072,-0.3486296,0.75272286,-0.18402839
-0.07953761,0.32861078,-0.7006562,-0.3135405,0.71453214,-0.18731596
-0.23604038,0.4159673,-0.76337874,-0.31945312,0.76457536,-0.2524842
-0.21792251,0.39810252,-0.77014244,-0.33477658,0.7585295,-0.28723317
-0.25774753,0.3897449,-0.78307086,-0.33357713,0.76692665,-0.26772547
-0.17668492,0.3449762,-0.77328134,-0.28995335,0.7283232,-0.22470164
-0.18358186,0.38518035,-0.72604114,-0.3134943,0.7622113,-0.21535437
-0.06335619,0.3610208,-0.6905821,-0.27729163,0.74147093,-0.26754183
-0.1885984,0.36172244,-0.692743,-0.34633446,0.81162137,-0.27510414
-0.20233417,0.37620077,-0.7426562,-0.336937,0.7697636,-0.2551625
-0.26829094,0.4233092,-0.7725419,-0.3574546,0.77812153,-0.28042248
-0.22457112,0.35943985,-0.6981783,-0.35124654,0.8195187,-0.24305855
-0.18008,0.34595487,-0.6692021,-0.38175,0.79774636,-0.21292445
-0.104435384,0.3484022,-0.71040785,-0.3147954,0.68973124,-0.1262235
-0.22080186,0.40190747,-0.753771,-0.32697847,0.7581512,-0.23388733
-0.087102175,0.3654165,-0.7263704,-0.29914588,0.6786847,-0.16523749
-0.19816656,0.35953444,-0.70811254,-0.37258297,0.77192146,-0.2050148
-0.2568325,0.42491445,-0.7424383,-0.36522403,0.80560344,-0.3043174
-0.13527946,0.4412567,-0.75572795,-0.30730113,0.72837675,-0.3455602
-0.10584486,0.40074864,-0.7340908,-0.31394595,0.6844916,-0.20197073
-0.22983994,0.40090093,-0.720201,-0.345715,0.7498745,-0.14104488
-0.257786,0.34836555,-0.723003,-0.33343044,0.80527043,-0.18196413
-0.2308917,0.32487336,-0.7149684,-0.32666308,0.7811482,-0.12743607
-0.31973627,0.39779508,-0.72057813,-0.41116002,0.84682155,-0.27515018
-0.20976852,0.38235438,-0.7440394,-0.38320214,0.7664858,-0.27133834
-0.21446082,0.36285615,-0.720964,-0.35503295,0.78807294,-0.23184735
